duration,credit_amount,age,installment_commitment,residence_since,existing_credits,num_dependents,checking_status,credit_history,purpose,savings_status,employment,default
46,12148,63,1,3,2,2,A12,A33,A43,A64,A75,0
30,10455,35,2,7,3,2,A11,A31,A47,A63,A71,0
47,3304,24,2,5,2,0,A13,A31,A47,A63,A74,0
49,18110,59,3,4,1,1,A13,A34,A41,A64,A75,1
47,1784,57,1,8,1,2,A11,A32,A45,A61,A72,0
18,1189,41,2,2,2,1,A11,A32,A48,A64,A71,0
66,5282,31,3,3,3,2,A12,A32,A47,A63,A74,1
68,5007,67,3,4,3,1,A11,A31,A40,A64,A71,0
33,2496,22,3,6,1,0,A11,A31,A44,A63,A72,0
36,17313,63,2,5,3,1,A12,A33,A44,A61,A71,0
19,9131,71,2,5,2,1,A13,A34,A48,A65,A75,0
28,5007,74,2,7,3,0,A12,A31,A41,A62,A75,0
40,1027,39,2,8,3,0,A13,A30,A44,A61,A71,0
15,3496,39,1,6,1,1,A13,A30,A40,A65,A73,0
41,3967,27,2,3,1,1,A11,A34,A47,A64,A71,0
39,18245,43,3,4,1,1,A14,A30,A47,A63,A75,0
2,15272,32,1,1,3,2,A11,A30,A41,A61,A74,1
63,1203,55,2,5,1,1,A14,A34,A49,A64,A71,0
29,1162,58,1,8,1,2,A14,A31,A40,A65,A72,0
66,9614,59,3,3,3,2,A11,A31,A42,A62,A72,0
51,6756,72,2,4,3,2,A11,A33,A48,A61,A74,1
10,8867,66,1,4,3,0,A11,A31,A46,A62,A74,0
14,13960,18,2,6,2,0,A14,A30,A46,A64,A74,0
51,5797,31,1,9,2,2,A13,A30,A49,A65,A74,0
39,9073,53,1,3,3,2,A14,A33,A43,A61,A71,0
28,16082,48,3,4,1,2,A12,A34,A44,A65,A74,0
3,5878,45,3,6,3,0,A11,A30,A46,A63,A74,0
70,14000,51,2,6,2,0,A14,A31,A41,A65,A73,0
27,805,52,2,7,1,0,A14,A31,A42,A65,A72,1
2,5197,56,1,1,2,2,A13,A31,A42,A65,A71,0
38,19274,40,3,9,2,2,A11,A30,A410,A61,A75,1
3,7722,63,3,2,2,1,A12,A32,A46,A61,A73,0
16,8433,61,1,4,2,1,A13,A30,A46,A61,A73,0
40,18349,36,3,3,1,0,A14,A30,A410,A62,A75,1
2,11963,35,3,3,3,0,A14,A32,A45,A64,A73,0
41,902,32,1,5,1,1,A12,A32,A40,A64,A71,0
12,13401,18,2,7,3,0,A14,A31,A49,A65,A72,1
35,7440,42,2,7,3,2,A14,A31,A410,A62,A74,1
65,16522,43,2,7,1,1,A11,A31,A47,A64,A73,1
55,19554,52,1,3,3,2,A13,A30,A49,A61,A71,1
45,8595,74,2,9,1,1,A12,A34,A49,A63,A73,0
62,11342,32,1,6,1,1,A11,A33,A43,A63,A71,0
49,5044,21,1,8,3,0,A11,A34,A47,A64,A73,0
25,6574,32,3,1,3,2,A13,A32,A46,A62,A71,0
23,19232,59,3,4,2,2,A11,A30,A40,A64,A74,0
24,7350,55,2,7,3,2,A14,A30,A46,A61,A71,0
38,1250,62,1,9,3,2,A12,A33,A43,A62,A75,0
28,2117,56,2,3,3,0,A11,A34,A44,A63,A73,0
21,3030,71,2,6,1,2,A12,A32,A45,A65,A74,0
54,3833,18,3,8,2,0,A12,A33,A44,A61,A73,0
18,7734,39,2,3,2,1,A12,A30,A41,A62,A71,1
36,1011,28,2,6,1,2,A14,A33,A47,A65,A73,1
45,15046,63,3,9,3,0,A12,A31,A47,A61,A72,0
53,5582,55,2,9,3,1,A13,A34,A44,A63,A71,0
30,17136,54,2,6,1,2,A12,A32,A44,A62,A71,0
60,9320,68,1,5,2,2,A14,A31,A46,A64,A73,0
32,3976,43,2,1,1,0,A14,A34,A41,A62,A74,0
67,9678,68,3,3,1,1,A13,A31,A44,A62,A75,0
67,2225,44,3,3,3,1,A13,A33,A40,A61,A74,0
28,18977,30,1,4,1,1,A14,A32,A43,A64,A75,0
44,14265,24,3,5,1,1,A14,A33,A47,A63,A72,0
41,2201,25,3,8,1,2,A13,A33,A40,A65,A75,0
63,8996,63,3,9,3,1,A14,A34,A49,A63,A74,0
23,12770,68,2,7,3,0,A11,A32,A40,A64,A75,0
48,10972,68,1,6,2,0,A12,A32,A43,A65,A75,0
32,3307,40,1,3,2,2,A14,A33,A49,A62,A72,1
57,16154,43,1,9,2,0,A14,A32,A44,A65,A75,1
33,11578,61,1,1,3,2,A14,A30,A48,A62,A73,0
24,8072,72,3,9,2,1,A11,A32,A44,A64,A72,1
39,17908,44,2,3,1,2,A12,A33,A40,A63,A72,0
34,19859,26,3,9,2,1,A13,A30,A410,A61,A73,0
56,9198,63,3,1,1,0,A11,A30,A42,A65,A72,1
28,5356,55,3,8,2,2,A11,A34,A43,A61,A72,0
37,7224,64,3,6,3,1,A13,A33,A46,A61,A74,0
7,9745,30,1,9,1,2,A13,A32,A41,A65,A74,0
68,11366,24,1,4,1,1,A14,A30,A43,A61,A71,1
37,19451,28,2,5,3,2,A13,A33,A47,A61,A71,1
56,10596,27,3,6,1,2,A11,A34,A44,A61,A72,0
65,5087,50,1,9,2,2,A14,A31,A45,A63,A72,0
65,5422,56,2,6,3,2,A13,A31,A42,A62,A73,0
47,5546,67,3,9,1,1,A11,A32,A43,A63,A73,1
20,19778,72,3,2,3,1,A12,A31,A48,A63,A72,1
19,7703,20,1,4,1,2,A13,A30,A41,A62,A75,1
29,15903,58,3,3,1,2,A11,A30,A42,A62,A74,1
60,10328,46,3,4,3,0,A14,A33,A41,A61,A75,0
18,16297,54,1,1,1,1,A13,A32,A41,A63,A74,0
35,538,72,2,2,2,1,A13,A33,A410,A65,A72,1
43,19968,73,2,4,2,1,A14,A33,A48,A65,A74,0
11,6765,62,1,4,1,1,A14,A32,A47,A61,A71,0
49,7098,33,1,5,1,0,A11,A33,A46,A63,A72,0
38,2915,33,2,9,2,2,A14,A31,A48,A61,A72,0
64,17642,61,2,1,1,2,A11,A34,A47,A63,A72,0
69,17648,67,1,8,1,2,A11,A33,A48,A61,A73,1
8,14806,60,1,3,3,0,A14,A30,A41,A62,A72,0
34,15077,66,1,9,3,0,A13,A30,A46,A65,A72,0
48,12385,24,3,8,2,2,A14,A31,A48,A61,A72,0
56,11877,32,1,8,2,0,A14,A33,A48,A63,A75,1
65,11558,55,3,9,3,0,A12,A33,A47,A65,A74,0
31,7943,23,2,4,3,0,A12,A32,A40,A61,A71,1
4,18201,35,2,5,2,0,A14,A33,A42,A64,A72,0
50,17584,36,1,7,2,2,A13,A33,A47,A65,A74,0
69,4883,69,1,2,2,0,A13,A30,A42,A64,A71,0
30,2093,68,2,7,3,2,A11,A32,A43,A63,A74,0
59,15258,19,2,3,3,1,A14,A33,A49,A62,A72,0
67,7526,20,2,6,1,0,A14,A31,A41,A62,A74,0
45,3112,63,2,6,2,1,A12,A33,A42,A63,A74,0
4,11829,71,1,6,1,1,A12,A32,A44,A64,A74,0
26,2408,42,3,2,2,0,A12,A31,A410,A62,A72,0
27,7454,53,2,9,3,2,A11,A31,A45,A62,A73,0
46,15685,71,2,8,2,2,A14,A31,A45,A64,A73,0
64,18674,66,3,7,2,2,A12,A30,A46,A61,A74,0
51,15996,45,1,9,3,0,A14,A30,A49,A62,A72,0
50,3428,55,3,4,3,0,A11,A31,A47,A62,A74,0
6,9780,45,1,2,2,2,A13,A30,A45,A61,A73,0
59,8181,49,1,4,2,2,A11,A31,A49,A64,A75,0
15,4627,68,1,3,2,1,A14,A31,A45,A64,A75,0
30,5463,58,1,2,2,1,A14,A34,A41,A61,A74,1
42,12261,53,1,2,2,0,A14,A30,A42,A62,A73,0
37,14054,56,2,8,3,2,A13,A34,A45,A61,A75,1
42,9857,53,1,5,2,2,A14,A31,A45,A63,A75,1
35,18909,60,2,6,3,0,A12,A31,A45,A61,A74,1
6,1487,71,1,8,1,2,A13,A34,A43,A65,A74,0
68,2465,40,2,7,1,0,A13,A32,A410,A64,A73,1
18,7816,19,3,7,2,1,A13,A31,A41,A62,A71,1
29,14546,27,3,7,1,2,A11,A30,A47,A62,A75,0
59,1368,23,2,7,3,2,A11,A33,A41,A63,A71,1
47,18947,25,1,8,1,0,A11,A33,A42,A62,A75,1
17,18013,32,2,1,1,0,A13,A33,A40,A63,A75,0
22,4878,62,2,3,3,0,A13,A34,A48,A63,A75,0
68,15963,46,1,1,2,0,A14,A31,A42,A64,A74,0
69,18818,45,3,8,3,1,A13,A32,A41,A63,A71,0
37,13746,39,2,2,3,0,A12,A30,A45,A64,A72,0
49,1576,51,3,7,2,2,A11,A33,A47,A63,A74,0
13,18523,37,3,6,3,2,A14,A33,A43,A61,A75,0
34,15669,50,3,1,2,2,A12,A30,A40,A64,A71,0
53,6885,32,2,6,3,2,A12,A33,A46,A65,A71,0
51,8722,24,2,9,1,1,A12,A34,A42,A61,A73,1
3,17587,41,1,3,2,1,A13,A31,A44,A63,A74,0
42,5980,43,1,7,2,1,A11,A31,A410,A65,A72,0
32,8277,67,2,4,1,0,A12,A32,A41,A64,A73,0
51,5862,27,1,1,1,2,A14,A34,A47,A65,A71,1
46,1450,32,3,7,2,2,A11,A32,A42,A65,A73,0
21,8750,54,3,1,1,1,A11,A33,A48,A63,A75,1
44,3318,41,2,4,3,0,A13,A31,A40,A61,A74,0
11,4100,28,3,9,3,1,A12,A32,A45,A65,A72,0
68,11841,57,2,5,3,2,A14,A32,A42,A61,A72,0
1,15553,38,2,7,1,2,A13,A34,A43,A65,A71,0
63,19828,57,2,7,1,1,A11,A33,A410,A64,A73,0
24,14833,55,3,3,1,2,A12,A30,A43,A63,A72,0
13,6755,32,2,8,2,1,A11,A34,A47,A65,A72,0
11,11407,32,2,1,3,1,A11,A34,A48,A63,A75,0
51,16507,54,1,4,2,1,A13,A33,A44,A61,A75,1
17,14741,62,3,4,2,1,A14,A30,A410,A65,A71,1
24,12590,31,2,2,2,2,A12,A34,A49,A64,A73,0
19,12805,60,1,6,3,0,A13,A32,A49,A62,A75,1
37,18062,69,2,1,3,2,A14,A32,A42,A61,A73,0
8,13565,38,3,3,3,1,A13,A32,A48,A63,A71,0
28,13147,61,1,9,1,2,A14,A32,A40,A61,A74,0
5,9023,37,1,6,3,0,A11,A30,A40,A64,A71,0
17,6537,50,2,2,1,2,A12,A33,A42,A63,A74,0
36,1027,20,2,9,1,1,A12,A33,A41,A63,A75,0
19,18943,57,3,2,1,0,A12,A30,A47,A63,A72,0
64,9790,40,3,7,3,2,A13,A33,A44,A62,A71,0
11,711,61,2,1,3,0,A13,A32,A49,A62,A73,0
54,18598,64,1,5,3,2,A14,A30,A40,A63,A73,1
45,19572,40,3,7,3,0,A13,A32,A42,A62,A74,0
47,11022,44,3,3,2,1,A11,A33,A42,A63,A73,1
12,15615,52,1,4,3,1,A14,A34,A41,A64,A75,0
21,5649,42,2,5,3,0,A13,A30,A48,A63,A74,1
11,9724,49,3,3,3,2,A12,A31,A40,A62,A72,1
5,18216,39,1,6,3,1,A11,A31,A49,A64,A71,1
56,14121,25,3,3,3,2,A12,A32,A44,A64,A74,1
20,7320,73,1,8,2,0,A14,A33,A48,A62,A75,1
41,15261,68,3,7,2,2,A14,A32,A42,A63,A74,0
46,10532,69,2,1,1,0,A13,A31,A49,A62,A75,1
12,14502,55,1,2,1,2,A14,A30,A42,A61,A74,0
70,10830,35,3,4,3,0,A14,A32,A46,A62,A74,1
17,13243,45,3,5,1,0,A12,A33,A40,A64,A72,1
19,17327,45,1,4,2,0,A14,A31,A48,A63,A74,1
26,17810,28,1,4,3,0,A11,A30,A46,A65,A75,1
48,17506,29,2,9,1,2,A13,A32,A47,A63,A74,0
52,10171,72,1,4,1,1,A14,A30,A41,A64,A73,1
70,19921,19,3,4,2,0,A11,A34,A42,A63,A72,0
55,12077,54,2,4,3,0,A13,A31,A48,A64,A75,0
33,17117,21,1,2,1,1,A11,A32,A43,A65,A71,0
62,19575,58,3,8,2,1,A11,A30,A44,A62,A74,0
23,10722,62,1,4,3,0,A14,A32,A48,A61,A75,1
15,886,62,3,5,2,0,A12,A33,A49,A63,A73,0
27,2134,64,3,8,3,2,A13,A33,A47,A65,A74,0
64,8610,51,2,4,3,1,A14,A32,A44,A63,A73,1
51,4633,40,2,5,3,2,A14,A31,A410,A61,A74,0
53,9876,30,1,5,2,0,A13,A32,A41,A61,A74,0
51,6081,24,2,6,3,0,A13,A32,A42,A61,A71,0
47,2467,49,1,7,1,0,A14,A32,A42,A65,A71,0
4,6267,40,2,3,3,0,A11,A32,A46,A61,A73,0
7,9253,66,2,3,3,1,A12,A31,A45,A61,A72,1
35,18883,25,1,9,2,2,A12,A34,A46,A61,A74,0
48,5401,67,2,1,3,1,A13,A34,A47,A61,A71,0
45,10621,64,2,8,1,0,A13,A30,A410,A65,A72,0
19,15133,64,2,3,1,2,A11,A31,A44,A63,A73,0
63,19663,54,2,5,3,0,A11,A31,A45,A65,A75,0
38,11207,51,1,3,2,1,A14,A31,A40,A65,A71,0
67,18561,65,3,1,1,0,A11,A33,A43,A61,A74,1
59,12833,46,1,5,2,1,A12,A31,A45,A62,A71,0
69,12438,54,1,8,3,1,A11,A33,A43,A63,A74,1
13,12048,40,1,5,2,0,A11,A34,A40,A63,A71,0
47,15615,55,2,4,3,0,A11,A34,A42,A62,A73,0
61,10343,46,2,9,3,1,A13,A33,A42,A63,A73,0
31,4677,61,3,1,2,2,A11,A32,A42,A61,A73,0
22,7711,22,2,5,1,1,A13,A34,A43,A61,A73,0
43,8373,69,3,1,3,2,A12,A32,A410,A61,A73,0
67,4341,57,3,6,3,1,A12,A30,A48,A61,A74,1
54,6916,28,2,9,3,0,A13,A33,A48,A64,A74,0
10,11133,31,3,2,1,1,A13,A30,A47,A61,A75,0
42,5385,73,1,4,1,2,A11,A33,A42,A64,A73,1
64,1094,66,1,8,3,2,A11,A30,A41,A63,A72,0
21,14893,59,1,3,1,2,A12,A30,A42,A63,A74,0
66,3112,19,3,7,2,2,A12,A31,A410,A64,A74,0
41,12788,52,3,7,2,2,A12,A34,A44,A63,A75,1
24,18380,62,1,2,2,1,A12,A33,A46,A65,A74,0
35,5361,66,2,4,2,0,A14,A34,A41,A62,A71,1
56,5266,52,1,1,3,0,A11,A31,A45,A65,A74,0
30,3858,59,2,8,2,1,A11,A34,A410,A64,A71,0
57,15346,45,2,9,1,0,A14,A33,A410,A62,A75,0
47,1414,25,3,1,3,1,A12,A31,A41,A64,A71,0
35,18728,49,3,7,1,2,A11,A32,A40,A61,A72,0
19,2495,21,2,1,2,1,A11,A31,A410,A62,A74,1
8,594,62,2,1,3,0,A13,A33,A42,A64,A72,1
26,9184,24,2,9,3,0,A14,A30,A43,A61,A73,0
71,15600,56,3,6,3,0,A13,A34,A41,A63,A75,0
30,19953,65,1,1,2,1,A14,A30,A42,A64,A75,0
7,649,44,2,7,1,1,A14,A32,A45,A62,A74,1
67,17930,54,3,3,3,1,A14,A30,A48,A63,A74,0
65,3303,34,1,4,1,0,A12,A34,A41,A64,A75,0
36,14966,27,3,4,2,1,A14,A30,A46,A64,A74,1
25,7776,21,1,8,2,1,A12,A31,A40,A63,A71,0
37,1051,40,3,1,1,0,A14,A33,A43,A61,A71,0
1,15980,31,1,8,3,2,A12,A30,A41,A62,A71,1
15,8986,22,2,9,1,2,A12,A33,A43,A61,A75,0
37,18027,19,3,7,3,0,A12,A33,A41,A62,A75,0
13,17339,63,1,1,3,0,A11,A33,A42,A63,A72,0
8,10245,41,1,7,1,2,A13,A31,A47,A61,A73,0
5,8860,35,1,6,3,1,A13,A33,A43,A65,A74,0
60,13497,44,2,5,3,0,A13,A30,A45,A65,A75,0
1,18830,41,3,5,3,2,A11,A33,A48,A64,A72,0
36,7810,46,1,1,2,1,A11,A31,A47,A61,A73,1
35,6317,28,2,6,3,0,A11,A33,A41,A64,A71,1
66,11068,65,2,4,1,2,A14,A30,A41,A61,A74,1
63,8570,35,2,1,2,1,A14,A31,A42,A62,A75,0
23,1820,65,2,8,3,1,A14,A32,A41,A62,A72,0
9,6653,70,2,8,2,2,A14,A32,A42,A63,A71,0
34,7089,21,2,4,1,1,A14,A30,A41,A65,A73,0
46,16089,50,2,7,2,2,A13,A34,A45,A65,A72,0
4,4107,31,3,3,2,2,A13,A33,A48,A63,A73,1
30,10817,61,3,8,3,1,A13,A34,A47,A63,A75,0
3,10932,73,2,7,1,2,A13,A31,A45,A63,A72,0
14,900,59,1,5,1,2,A13,A33,A43,A63,A74,0
60,17246,49,1,5,2,0,A11,A34,A49,A61,A71,0
45,4351,68,1,9,3,2,A11,A30,A44,A63,A72,1
34,10998,21,2,6,2,1,A14,A31,A43,A64,A75,0
45,584,37,1,6,2,2,A13,A33,A44,A63,A75,0
61,2324,38,3,2,2,1,A14,A32,A41,A61,A73,1
16,12577,20,3,5,3,0,A11,A33,A47,A65,A73,0
66,16430,42,3,4,2,1,A14,A31,A40,A65,A74,1
40,13049,21,3,3,3,2,A13,A32,A48,A65,A75,0
17,10613,64,2,9,1,1,A13,A30,A40,A61,A75,0
34,15632,28,3,7,2,0,A13,A33,A44,A63,A75,0
16,9322,33,1,4,1,0,A11,A34,A48,A62,A71,0
60,7918,53,1,9,2,0,A14,A34,A40,A65,A71,0
66,2871,23,3,9,1,1,A12,A30,A40,A65,A75,0
66,7568,48,3,7,3,1,A12,A31,A42,A62,A71,0
13,12359,57,3,5,2,1,A12,A30,A47,A63,A75,0
56,7964,30,1,9,2,0,A12,A31,A42,A65,A73,0
31,17610,40,1,7,3,1,A12,A32,A41,A63,A73,0
34,14048,69,3,9,1,0,A11,A31,A45,A64,A71,0
39,7621,21,1,3,1,0,A13,A32,A49,A62,A73,1
67,10340,54,1,9,3,2,A12,A33,A44,A61,A73,0
8,4812,59,2,1,1,2,A12,A33,A410,A63,A74,0
55,8500,54,3,5,3,0,A12,A30,A48,A62,A74,0
27,9961,61,3,2,1,0,A14,A30,A410,A62,A75,1
53,818,50,2,1,3,0,A13,A33,A42,A62,A72,1
39,15829,73,2,3,3,2,A12,A34,A43,A61,A72,0
65,16291,59,1,7,3,0,A11,A32,A410,A65,A74,0
17,14872,46,2,3,3,2,A13,A33,A49,A64,A75,1
30,16435,54,3,9,1,2,A13,A34,A47,A65,A74,0
53,16201,36,3,3,2,1,A13,A31,A410,A63,A73,0
13,11750,68,3,6,1,1,A14,A33,A41,A62,A75,0
21,2102,37,1,2,3,1,A13,A34,A44,A65,A75,1
19,19140,49,1,8,2,2,A12,A33,A48,A61,A72,0
53,9547,61,3,5,2,0,A12,A31,A410,A61,A72,0
19,15734,72,3,2,1,1,A14,A31,A48,A64,A72,0
57,8032,33,1,7,3,2,A11,A32,A49,A65,A71,0
25,7866,22,1,3,3,0,A14,A31,A48,A61,A73,0
31,3148,66,2,5,3,1,A14,A31,A410,A61,A73,1
55,7403,63,1,9,3,2,A12,A32,A40,A64,A73,0
23,18742,29,1,1,3,1,A13,A33,A40,A63,A73,0
32,17986,62,3,2,2,1,A14,A33,A40,A65,A73,0
62,14288,38,3,5,1,2,A11,A32,A47,A63,A73,0
10,2981,31,3,4,1,1,A12,A33,A43,A62,A71,1
54,2320,54,2,1,1,2,A13,A33,A48,A63,A75,0
52,10771,39,1,7,2,2,A11,A34,A410,A61,A72,1
20,4184,47,2,9,2,1,A14,A32,A45,A61,A72,0
32,4151,40,1,1,1,0,A11,A32,A42,A63,A72,0
14,10931,22,1,8,2,0,A14,A30,A47,A63,A73,0
50,10631,46,3,9,2,0,A14,A34,A40,A62,A72,0
28,5330,47,1,2,1,2,A14,A33,A41,A62,A71,0
53,7834,35,2,1,2,1,A14,A30,A47,A65,A73,1
24,15119,63,3,6,3,0,A14,A34,A40,A61,A73,0
22,9804,67,2,7,1,1,A12,A33,A410,A65,A71,0
30,15379,69,2,2,1,0,A14,A34,A44,A65,A75,0
63,17532,18,3,5,1,0,A13,A31,A42,A63,A71,0
4,15085,56,1,5,1,1,A14,A33,A41,A61,A71,0
59,516,34,2,7,2,1,A12,A34,A43,A65,A71,0
8,8808,20,1,1,1,1,A11,A34,A41,A63,A75,0
12,6976,59,3,8,3,1,A13,A30,A44,A64,A72,0
31,6442,24,1,5,2,0,A11,A34,A47,A62,A71,0
34,18429,44,1,3,2,1,A11,A31,A43,A63,A73,1
49,3193,45,3,9,1,2,A13,A31,A46,A63,A72,0
57,16062,61,1,3,2,0,A12,A34,A44,A65,A72,0
26,6759,71,2,7,2,2,A14,A33,A48,A63,A74,1
18,16079,48,2,7,2,0,A14,A30,A41,A63,A71,0
38,9968,32,2,8,1,0,A14,A33,A41,A65,A72,0
50,5442,72,1,8,3,2,A11,A34,A40,A63,A73,0
8,15151,70,2,4,1,0,A13,A31,A43,A62,A75,1
41,4288,65,1,1,3,2,A14,A32,A47,A61,A75,1
6,871,25,1,4,2,0,A14,A30,A44,A65,A72,1
69,7620,23,1,6,3,1,A12,A33,A44,A64,A75,0
44,6202,45,1,6,1,0,A12,A31,A43,A64,A74,0
64,8847,21,3,6,1,2,A11,A33,A46,A61,A75,0
29,3161,47,2,7,1,1,A13,A34,A49,A62,A75,0
28,7151,60,2,1,2,1,A12,A33,A47,A63,A75,0
11,5378,34,1,1,3,1,A13,A30,A48,A64,A73,0
65,13591,51,3,7,1,1,A12,A32,A45,A63,A74,0
19,4815,23,1,4,1,0,A13,A32,A48,A62,A74,0
9,10465,53,2,6,1,2,A13,A34,A410,A65,A75,0
27,8808,52,2,6,2,1,A13,A30,A40,A61,A72,0
34,6974,56,3,9,1,2,A11,A32,A42,A62,A73,0
44,1874,56,1,2,2,2,A12,A31,A40,A64,A72,1
68,11895,33,3,4,2,1,A12,A33,A410,A64,A71,0
15,7893,19,1,4,1,2,A14,A34,A44,A61,A73,1
51,4903,25,3,7,2,2,A14,A31,A47,A65,A75,0
13,4046,32,2,1,2,2,A11,A34,A45,A62,A73,0
49,4477,44,3,5,1,2,A12,A30,A49,A64,A73,0
70,9888,33,2,4,1,0,A14,A34,A44,A64,A72,0
56,9488,18,2,2,3,0,A12,A32,A40,A65,A71,1
51,4392,27,1,5,1,0,A14,A30,A40,A64,A73,0
37,14508,24,3,9,3,2,A11,A34,A44,A64,A71,0
17,3749,65,3,8,3,0,A14,A31,A44,A63,A71,0
58,611,27,3,9,3,1,A11,A30,A47,A61,A72,0
29,17566,29,3,7,1,2,A11,A30,A41,A63,A72,1
33,18045,34,1,7,3,0,A13,A34,A46,A64,A75,0
60,7900,62,1,2,3,0,A11,A34,A44,A65,A75,0
55,2879,29,1,3,3,2,A13,A30,A41,A61,A73,1
10,13680,32,2,8,1,2,A12,A33,A44,A62,A75,0
47,8852,63,2,2,1,2,A11,A33,A48,A62,A72,1
23,18309,68,2,7,1,1,A11,A32,A44,A65,A75,0
21,8969,49,1,6,1,0,A11,A30,A44,A62,A75,0
13,10248,49,2,4,2,1,A14,A33,A410,A63,A75,0
33,10607,68,3,4,1,0,A11,A31,A41,A64,A71,0
24,13442,43,2,3,3,2,A12,A30,A48,A62,A75,0
11,19991,31,1,6,1,0,A13,A33,A41,A63,A72,1
17,17186,67,1,3,2,2,A12,A34,A44,A61,A71,0
68,5033,43,1,9,2,0,A13,A31,A41,A65,A75,0
47,19657,22,1,4,2,1,A12,A32,A41,A61,A75,0
25,4781,69,3,4,1,0,A14,A33,A45,A61,A72,1
21,5268,55,2,2,2,2,A12,A34,A49,A63,A73,0
12,17884,67,2,2,2,1,A12,A31,A42,A62,A72,1
37,12698,63,1,7,2,1,A11,A31,A49,A63,A74,1
42,18602,21,2,5,1,0,A14,A32,A48,A62,A72,0
17,7669,45,3,3,2,0,A14,A34,A45,A64,A73,0
48,7861,72,1,6,2,1,A11,A33,A49,A65,A72,1
28,4330,18,2,6,3,0,A13,A30,A49,A64,A71,0
41,3382,30,2,1,3,2,A12,A31,A41,A62,A71,0
47,1498,60,2,3,3,2,A11,A33,A40,A62,A72,1
18,16442,20,2,5,2,0,A14,A30,A41,A61,A71,0
71,17168,66,1,7,3,1,A12,A33,A49,A62,A73,0
13,16746,67,1,4,1,0,A12,A33,A45,A61,A74,0
13,19044,42,3,8,3,1,A13,A31,A41,A61,A74,1
31,3565,59,1,3,1,1,A13,A31,A46,A65,A73,0
2,10967,33,2,6,3,2,A12,A33,A46,A62,A75,0
16,18378,38,2,6,3,0,A12,A33,A40,A64,A75,1
9,12576,30,2,9,3,1,A12,A32,A45,A63,A74,0
38,3043,69,3,4,1,1,A13,A30,A44,A61,A71,0
54,10533,61,1,7,1,1,A13,A34,A47,A63,A71,1
56,1901,53,1,1,3,1,A11,A34,A47,A61,A75,0
45,17329,25,1,1,1,2,A13,A32,A48,A64,A74,0
34,5022,61,2,2,3,2,A14,A33,A41,A61,A72,1
9,3051,36,2,4,2,2,A14,A33,A410,A65,A72,0
8,5316,64,2,6,2,2,A12,A32,A40,A61,A71,1
7,19615,33,3,4,2,2,A12,A34,A49,A62,A73,0
36,8199,29,3,6,1,0,A13,A31,A45,A65,A75,0
18,3129,37,2,2,2,0,A14,A31,A41,A61,A71,1
3,8187,35,3,9,3,2,A11,A33,A44,A61,A73,0
28,10656,71,3,3,3,1,A13,A30,A40,A63,A73,0
70,17941,29,3,7,1,1,A13,A34,A40,A61,A75,1
44,7334,65,1,1,3,0,A14,A30,A44,A65,A73,0
21,18679,42,3,8,2,0,A12,A33,A45,A61,A73,0
28,5349,69,2,4,3,0,A12,A34,A410,A63,A75,0
54,16282,28,1,5,1,2,A14,A31,A46,A64,A74,0
54,16327,39,3,7,3,1,A14,A31,A410,A63,A72,0
65,9931,69,2,3,3,1,A11,A30,A43,A63,A74,0
21,4650,63,3,9,2,0,A14,A34,A43,A61,A72,0
13,11789,51,2,9,1,0,A12,A33,A44,A64,A72,0
57,9996,30,2,8,2,0,A14,A32,A45,A65,A75,0
49,6970,63,3,1,3,0,A14,A32,A47,A65,A74,1
54,13757,55,3,2,1,2,A11,A32,A48,A62,A75,0
10,4212,29,1,2,3,1,A13,A33,A46,A63,A74,0
53,13221,56,3,3,3,2,A11,A32,A49,A63,A73,1
44,12995,53,2,2,2,1,A14,A30,A42,A62,A71,1
47,12920,45,1,1,3,2,A13,A31,A45,A61,A74,1
53,5815,44,2,5,1,1,A14,A32,A48,A65,A74,1
46,5881,56,2,6,1,2,A13,A31,A45,A65,A73,1
13,9997,30,3,7,2,1,A14,A30,A410,A62,A73,1
37,13994,60,2,7,2,2,A12,A34,A49,A62,A72,0
24,17450,57,3,2,1,1,A13,A34,A47,A62,A71,0
2,16252,44,2,7,2,0,A13,A33,A47,A64,A71,0
14,5122,68,1,2,3,1,A11,A31,A43,A63,A71,0
10,4632,48,3,2,1,1,A12,A33,A46,A65,A74,0
35,9330,19,1,6,2,2,A12,A32,A46,A61,A74,1
25,7495,70,3,6,1,0,A12,A33,A46,A64,A75,0
3,3170,35,1,8,3,2,A14,A30,A47,A63,A72,1
17,9864,43,3,5,2,1,A14,A33,A41,A64,A73,0
12,18566,70,1,5,1,1,A13,A32,A41,A63,A73,0
54,10541,59,1,1,3,1,A14,A32,A45,A62,A73,0
24,9554,48,3,4,2,1,A14,A30,A410,A61,A75,0
29,12137,55,3,1,1,2,A13,A31,A45,A62,A75,1
43,11257,73,2,5,3,0,A11,A34,A44,A65,A74,1
25,8990,39,2,8,3,1,A14,A30,A41,A65,A75,0
60,12829,53,3,1,3,2,A12,A34,A47,A65,A75,0
65,1270,36,3,3,3,2,A12,A30,A42,A65,A73,0
28,4354,31,1,1,3,2,A14,A30,A40,A64,A75,0
16,3618,31,1,6,2,2,A14,A33,A40,A61,A72,1
47,19016,67,2,1,3,2,A13,A33,A46,A61,A75,1
58,10401,46,2,3,2,1,A14,A33,A46,A65,A71,0
27,17874,34,2,5,2,1,A11,A30,A45,A63,A75,0
53,17594,67,1,5,1,0,A13,A33,A45,A62,A74,0
